Cid|Department|Course Number|Course Title|Professor Name|Date|Url|Author|Description|Sessions|Material Url|Course Structure
0|African American Studies|AFAM 162|African American History: From Emancipation to the Present|Jonathan Holloway|Spring 2010|https://oyc.yale.edu//african-american-studies/afam-162|{'name': 'Professor Jonathan Holloway', 'description': 'Jonathan Holloway is Professor of History, African American Studies, and American Studies at Yale University and Master of Yale’s Calhoun College. He is the author of Confronting the Veil: Abram Harris Jr., E. Franklin Frazier, and Ralph Bunche, 1919-1941 (2002) and Jim Crow Wisdom: Memory and Identity in Black America Since 1940 (2013); the editor of Ralph Bunche’s A Brief and Tentative Analysis of Negro Leadership (2005); and the co-editor of the anthology Black Scholars on the Line: Race, Social Science, and American Thought in the 20th Century (2007). Professor Holloway received his PhD from Yale in 1995. Learn more about Professor Holloway’s book\xa0Jim Crow Wisdom: Memory and Identity in Black America Since 1940.'}|The purpose of this course is to examine the African American experience in the United States from 1863 to the present. Prominent themes include the end of the Civil War and the beginning of Reconstruction; African Americans’ urbanization experiences; the development of the modern civil rights movement and its aftermath; and the thought and leadership of Booker T. Washington, Ida B. Wells-Barnett, W.E.B. Du Bois, Marcus Garvey, Martin Luther King Jr., and Malcolm X. Warning: Some of the lectures in this course contain graphic content and/or adult language that some users may find disturbing.|[{'title': 'Dawn of Freedom', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-1', 'number': 'Lecture 1'}, {'title': 'Dawn of Freedom (continued)', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-2', 'number': 'Lecture 2'}, {'title': 'Reconstruction', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-3', 'number': 'Lecture 3'}, {'title': 'Reconstruction (continued)', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-4', 'number': 'Lecture 4'}, {'title': 'Uplift, Accommodation, and Assimilation', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-5', 'number': 'Lecture 5'}, {'title': 'Uplift, Accommodation, and Assimilation (continued)', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-6', 'number': 'Lecture 6'}, {'title': 'Migration and Urbanization', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-7', 'number': 'Lecture 7'}, {'title': 'Migration and Urbanization (continued)', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-8', 'number': 'Lecture 8'}, {'title': 'The New Negroes', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-9', 'number': 'Lecture 9'}, {'title': 'The New Negroes (continued)', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-10', 'number': 'Lecture 10'}, {'title': 'Depression and Double V', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-11', 'number': 'Lecture 11'}, {'title': 'Depression and Double V (continued)', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-12', 'number': 'Lecture 12'}, {'title': 'The Road to Brown and Little Rock', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-13', 'number': 'Lecture 13'}, {'title': 'From Sit-Ins to Civil Rights', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-14', 'number': 'Lecture 14'}, {'title': 'From Sit-Ins to Civil Rights (continued)', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-15', 'number': 'Lecture 15'}, {'title': 'From Voting Rights to Watts', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-16', 'number': 'Lecture 16'}, {'title': 'From Voting Rights to Watts (continued)', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-17', 'number': 'Lecture 17'}, {'title': 'Black Power', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-18', 'number': 'Lecture 18'}, {'title': 'Black Power (continued)', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-19', 'number': 'Lecture 19'}, {'title': 'The Politics of Gender and Culture', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-20', 'number': 'Lecture 20'}, {'title': 'The Politics of Gender and Culture (continued)', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-21', 'number': 'Lecture 21'}, {'title': 'Public Policy and Presidential Politics', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-22', 'number': 'Lecture 22'}, {'title': 'Public Policy and Presidential Politics (continued)', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-23', 'number': 'Lecture 23'}, {'title': 'Who Speaks for the Race?', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-24', 'number': 'Lecture 24'}, {'title': 'Who Speaks for the Race? (continued)', 'url': 'https://oyc.yale.edu//african-american-studies/afam-162/lecture-25', 'number': 'Lecture 25'}]|http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/spring10/afam162/download/afam162.zip|This Yale College course, taught on campus twice per week for 50 minutes, was recorded for Open Yale Courses in Spring 2010.
1|American Studies|AMST 246|Hemingway, Fitzgerald, Faulkner|Wai Chee Dimock|Fall 2011|https://oyc.yale.edu//american-studies/amst-246|{'name': 'Professor Wai Chee Dimock', 'description': 'Wai Chee Dimock is William Lampson Professor of English & American Studies at Yale University. Originally from Hong Kong, she received her BA from Harvard University and PhD from Yale University. Three concepts are important to Dimock: deep time; kinship among genres and media; and close reading. Her recent book, “Through Other Continents” (2006), received Honorable Mention for both the James Russell Lowell Prize of the Modern Language Association and the Harry Levin Prize of the American Comparative Literature Association. A collaborative volume, “Shades of the Planet,” further elaborates on these arguments. Outside Yale, Professor Dimock was a consultant for “Invitation to World Literature,” a 13-part series produced by WGBH and aired on PBS stations in the fall of 2010. She is now working on two books, “Low Theory” and\xa0 “Many Islams,” and a print-and-web anthology, “American Literature in the World.”'}|This course examines major works by Hemingway, Fitzgerald, and Faulkner, exploring their interconnections on three analytic scales: the macro history of the United States and the world; the formal and stylistic innovations of modernism; and the small details of sensory input and psychic life. Warning: Some of the lectures in this course contain graphic content and/or adult language that some users may find disturbing.|"[{'title': 'Introduction', 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-1', 'number': 'Lecture 1'}, {'title': ""Hemingway's In Our Time"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-2', 'number': 'Lecture 2'}, {'title': ""Hemingway's In Our Time, Part II"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-3', 'number': 'Lecture 3'}, {'title': ""Fitzgerald's The Great Gatsby"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-4', 'number': 'Lecture 4'}, {'title': ""Fitzgerald's The Great Gatsby, Part II"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-5', 'number': 'Lecture 5'}, {'title': ""Faulkner's The Sound and the Fury"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-6', 'number': 'Lecture 6'}, {'title': ""Faulkner's The Sound and the Fury, Part II"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-7', 'number': 'Lecture 7'}, {'title': ""Faulkner's The Sound and the Fury, Part III"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-8', 'number': 'Lecture 8'}, {'title': ""Faulkner's The Sound and the Fury, Part IV"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-9', 'number': 'Lecture 9'}, {'title': ""Hemingway's To Have and Have Not"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-10', 'number': 'Lecture 10'}, {'title': ""Hemingway's To Have and Have Not, Part II"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-11', 'number': 'Lecture 11'}, {'title': ""Fitzgerald's Short Stories"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-12', 'number': 'Lecture 12'}, {'title': ""Faulkner's As I Lay Dying"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-13', 'number': 'Lecture 13'}, {'title': ""Faulkner's As I Lay Dying, Part II"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-14', 'number': 'Lecture 14'}, {'title': ""Faulkner's As I Lay Dying, Part III"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-15', 'number': 'Lecture 15'}, {'title': ""Hemingway's For Whom the Bell Tolls"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-16', 'number': 'Lecture 16'}, {'title': ""Hemingway's For Whom the Bell Tolls, Part II"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-17', 'number': 'Lecture 17'}, {'title': ""Hemingway's For Whom the Bell Tolls, Part III"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-18', 'number': 'Lecture 18'}, {'title': ""Hemingway's For Whom the Bell Tolls, Part IV"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-19', 'number': 'Lecture 19'}, {'title': ""Fitzgerald's Tender Is the Night"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-20', 'number': 'Lecture 20'}, {'title': ""Fitzgerald's Tender is the Night, Part II"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-21', 'number': 'Lecture 21'}, {'title': ""Faulkner's Light in August"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-22', 'number': 'Lecture 22'}, {'title': ""Faulkner's Light in August, Part II"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-23', 'number': 'Lecture 23'}, {'title': ""Faulkner's Light in August, Part III"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-24', 'number': 'Lecture 24'}, {'title': ""Faulkner's Light in August, Part IV"", 'url': 'https://oyc.yale.edu//american-studies/amst-246/lecture-25', 'number': 'Lecture 25'}]"|http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/fall11/amst246/download/amst246.zip|This Yale College course, taught on campus two times per week for 50 minutes, was recorded for Open Yale Courses in Fall 2011.
2|Astronomy|ASTR 160|Frontiers and Controversies in Astrophysics|Charles Bailyn|Spring 2007|https://oyc.yale.edu//astronomy/astr-160|{'name': 'Professor Charles Bailyn', 'description': 'Charles Bailyn is the Thomas E. Donnelley Professor of Astronomy and Physics and Director of Undergraduate Studies in the Department of Astronomy at Yale. He earned a B.S. in astronomy and physics from Yale in 1981 and a Ph.D. in astronomy from Harvard in 1987. His recent research efforts have focused on observations of binary star systems containing black holes and on stellar collisions in dense star clusters. He has lectured on “How To See a Black Hole” to school groups, Yale alumni, and amateur astronomical societies. He is the author of over 100 scientific papers, and his work was featured in the PBS mini-series, Mysteries of Deep Space.'}|This course focuses on three particularly interesting areas of astronomy that are advancing very rapidly: Extra-Solar Planets, Black Holes, and Dark Energy. Particular attention is paid to current projects that promise to improve our understanding significantly over the next few years. The course explores not just what is known, but what is currently not known, and how astronomers are going about trying to find out.|"[{'title': 'Introduction', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-1', 'number': 'Lecture 1'}, {'title': 'Planetary Orbits', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-2', 'number': 'Lecture 2'}, {'title': 'Our Solar System and the Pluto Problem', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-3', 'number': 'Lecture 3'}, {'title': 'Discovering Exoplanets: Hot Jupiters', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-4', 'number': 'Lecture 4'}, {'title': 'Planetary Transits', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-5', 'number': 'Lecture 5'}, {'title': 'Microlensing, Astrometry and Other Methods', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-6', 'number': 'Lecture 6'}, {'title': 'Direct Imaging of Exoplanets', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-7', 'number': 'Lecture 7'}, {'title': 'The Kepler Mission', 'url': 'https://oyc.yale.edu//astronomy/astr-160/update-1', 'number': 'Update 1'}, {'title': 'Midterm Exam 1', 'url': 'https://oyc.yale.edu//astronomy/astr-160/exam-1', 'number': 'Exam 1'}, {'title': 'Introduction to Black Holes', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-8', 'number': 'Lecture 8'}, {'title': 'Special and General Relativity', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-9', 'number': 'Lecture 9'}, {'title': 'Tests of Relativity', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-10', 'number': 'Lecture 10'}, {'title': 'Special and General Relativity (cont.)', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-11', 'number': 'Lecture 11'}, {'title': 'Stellar Mass Black Holes', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-12', 'number': 'Lecture 12'}, {'title': 'Stellar Mass Black Holes (cont.)', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-13', 'number': 'Lecture 13'}, {'title': 'Pulsars', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-14', 'number': 'Lecture 14'}, {'title': 'Supermassive Black Holes', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-15', 'number': 'Lecture 15'}, {'title': 'Do Black Holes Spin?', 'url': 'https://oyc.yale.edu//astronomy/astr-160/update-2', 'number': 'Update 2'}, {'title': 'Midterm Exam 2', 'url': 'https://oyc.yale.edu//astronomy/astr-160/exam-2', 'number': 'Exam 2'}, {'title': ""Hubble's Law and the Big Bang"", 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-16', 'number': 'Lecture 16'}, {'title': ""Hubble's Law and the Big Bang (cont.)"", 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-17', 'number': 'Lecture 17'}, {'title': ""Hubble's Law and the Big Bang (cont.)"", 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-18', 'number': 'Lecture 18'}, {'title': 'Omega and the End of the Universe', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-19', 'number': 'Lecture 19'}, {'title': 'Dark Matter', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-20', 'number': 'Lecture 20'}, {'title': 'Dark Energy and the Accelerating Universe and the Big Rip', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-21', 'number': 'Lecture 21'}, {'title': 'Supernovae', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-22', 'number': 'Lecture 22'}, {'title': 'Other Constraints: The Cosmic Microwave Background', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-23', 'number': 'Lecture 23'}, {'title': 'The Multiverse and Theories of Everything', 'url': 'https://oyc.yale.edu//astronomy/astr-160/lecture-24', 'number': 'Lecture 24'}, {'title': 'The “Dark Ages” and the Growth of Structure', 'url': 'https://oyc.yale.edu//astronomy/astr-160/update-3', 'number': 'Update 3'}]"|http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/spring07/astr160/download/astr160.zip|This Yale College course, taught on campus twice per week for 50 minutes, was recorded for Open Yale Courses in Spring 2007.
3|Biomedical Engineering|BENG 100|Frontiers of Biomedical Engineering|W. Mark Saltzman|Spring 2008|https://oyc.yale.edu//biomedical-engineering/beng-100|{'name': 'Professor W. Mark Saltzman', 'description': 'W. Mark Saltzman is the Goizueta Foundation Professor of Chemical and Biomedical Engineering at Yale University. His books include\xa0Drug Delivery: Engineering Principles for Drug Therapy\xa0and\xa0Tissue Engineering: Engineering Principles for the Design of Replacement Organs and Tissues, and his articles have appeared in\xa0Biomaterials\xa0and\xa0Nature Materials. The chair of the Department of Biomedical Engineering, Professor Saltzman is also the recipient of numerous distinguished teaching awards from Yale, Johns Hopkins, Cornell, and the University of Pennsylvania.'}|The course covers basic concepts of biomedical engineering and their connection with the spectrum of human activity. It serves as an introduction to the fundamental science and engineering on which biomedical engineering is based. Case studies of drugs and medical products illustrate the product development-product testing cycle, patent protection, and FDA approval. It is designed for science and non-science majors.|[{'title': 'What Is Biomedical Engineering?', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-1', 'number': 'Lecture 1'}, {'title': 'What Is Biomedical Engineering? (cont.)', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-2', 'number': 'Lecture 2'}, {'title': 'Genetic Engineering', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-3', 'number': 'Lecture 3'}, {'title': 'Genetic Engineering (cont.)', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-4', 'number': 'Lecture 4'}, {'title': 'Cell Culture Engineering', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-5', 'number': 'Lecture 5'}, {'title': 'Cell Culture Engineering (cont.)', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-6', 'number': 'Lecture 6'}, {'title': 'Cell Communication and Immunology', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-7', 'number': 'Lecture 7'}, {'title': 'Cell Communication and Immunology (cont.)', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-8', 'number': 'Lecture 8'}, {'title': 'Biomolecular Engineering: Engineering of Immunity', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-9', 'number': 'Lecture 9'}, {'title': 'Biomolecular Engineering: Engineering of Immunity (cont.)', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-10', 'number': 'Lecture 10'}, {'title': 'Biomolecular Engineering: General Concepts', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-11', 'number': 'Lecture 11'}, {'title': 'Biomolecular Engineering: General Concepts (cont.)', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-12', 'number': 'Lecture 12'}, {'title': 'Cardiovascular Physiology', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-13', 'number': 'Lecture 13'}, {'title': 'Cardiovascular Physiology (cont.)', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-14', 'number': 'Lecture 14'}, {'title': 'Cardiovascular Physiology (cont.)', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-15', 'number': 'Lecture 15'}, {'title': 'Midterm Exam', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/exam-1', 'number': 'Exam 1'}, {'title': 'Renal Physiology', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-16', 'number': 'Lecture 16'}, {'title': 'Renal Physiology (cont.)', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-17', 'number': 'Lecture 17'}, {'title': 'Biomechanics and Orthopedics', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-18', 'number': 'Lecture 18'}, {'title': 'Biomechanics and Orthopedics (cont.)', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-19', 'number': 'Lecture 19'}, {'title': 'Bioimaging', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-20', 'number': 'Lecture 20'}, {'title': 'Bioimaging (cont.)', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-21', 'number': 'Lecture 21'}, {'title': 'Tissue Engineering', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-22', 'number': 'Lecture 22'}, {'title': 'Tissue Engineering (cont.)', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-23', 'number': 'Lecture 23'}, {'title': 'Biomedical Engineers and Cancer', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-24', 'number': 'Lecture 24'}, {'title': 'Biomedical Engineers and Artificial Organs', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/lecture-25', 'number': 'Lecture 25'}, {'title': 'Final Exam', 'url': 'https://oyc.yale.edu//biomedical-engineering/beng-100/exam-2', 'number': 'Exam 2'}]|http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/spring08/beng100/download/beng100.zip|This Yale College course, taught on campus twice per week for 50 minutes, was recorded for Open Yale Courses in Spring 2008.
4|Chemistry|CHEM 125a|Freshman Organic Chemistry I|J. Michael McBride|Fall 2008|https://oyc.yale.edu//chemistry/chem-125a|{'name': 'Professor J. Michael McBride', 'description': 'J. Michael McBride is the Richard M. Colgate Professor of Chemistry at Yale University. After undergraduate work at the College of Wooster and Harvard College Professor McBride earned a Ph.D. in physical organic chemistry at Harvard University. He joined the Yale Chemistry faculty in 1966, where he studies crystal growth and reactions in organic solids. His awards include the Prelog Medal, the Nobel Laureate Signature Award in Graduate Education, and the Catalyst Award of the Chemical Manufacturers Association for undergraduate education. Further details on his life, research, and teaching are available in  Crystal Growth & Design, 2005, 5 (6), pp 2022–2035.'}|This is the first semester in a two-semester introductory course focused on current theories of structure and mechanism in organic chemistry, their historical development, and their basis in experimental observation. The course is open to freshmen with excellent preparation in chemistry and physics, and it aims to develop both taste for original science and intellectual skills necessary for creative research.|"[{'title': 'How Do You Know?', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-1', 'number': 'Lecture 1'}, {'title': 'Force Laws, Lewis Structures and Resonance', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-2', 'number': 'Lecture 2'}, {'title': ""Double Minima, Earnshaw's Theorem and Plum-Puddings"", 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-3', 'number': 'Lecture 3'}, {'title': 'Coping with Smallness and Scanning Probe Microscopy', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-4', 'number': 'Lecture 4'}, {'title': 'X-Ray Diffraction', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-5', 'number': 'Lecture 5'}, {'title': 'Seeing Bonds by Electron Difference Density', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-6', 'number': 'Lecture 6'}, {'title': 'Quantum Mechanical Kinetic Energy', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-7', 'number': 'Lecture 7'}, {'title': 'One-Dimensional Wave Functions', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-8', 'number': 'Lecture 8'}, {'title': 'Chladni Figures and One-Electron Atoms', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-9', 'number': 'Lecture 9'}, {'title': 'Reality and the Orbital Approximation', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-10', 'number': 'Lecture 10'}, {'title': 'Midterm Exam 1', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/exam-1', 'number': 'Exam 1'}, {'title': 'Orbital Correction and Plum-Pudding Molecules', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-11', 'number': 'Lecture 11'}, {'title': 'Overlap and Atom-Pair Bonds', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-12', 'number': 'Lecture 12'}, {'title': 'Overlap and Energy-Match', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-13', 'number': 'Lecture 13'}, {'title': 'Checking Hybridization Theory with XH3', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-14', 'number': 'Lecture 14'}, {'title': 'Chemical Reactivity: SOMO, HOMO, and LUMO', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-15', 'number': 'Lecture 15'}, {'title': 'Recognizing Functional Groups', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-16', 'number': 'Lecture 16'}, {'title': 'Reaction Analogies and Carbonyl Reactivity', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-17', 'number': 'Lecture 17'}, {'title': 'Amide, Carboxylic Acid and Alkyl Lithium', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-18', 'number': 'Lecture 18'}, {'title': 'Oxygen and the Chemical Revolution (Beginning to 1789)', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-19', 'number': 'Lecture 19'}, {'title': 'Midterm Exam 2', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/exam-2', 'number': 'Exam 2'}, {'title': 'Rise of the Atomic Theory (1790-1805)', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-20', 'number': 'Lecture 20'}, {'title': 'Berzelius to Liebig and Wöhler (1805-1832)', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-21', 'number': 'Lecture 21'}, {'title': 'Radical and Type Theories (1832-1850)', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-22', 'number': 'Lecture 22'}, {'title': 'Valence Theory and Constitutional Structure (1858)', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-23', 'number': 'Lecture 23'}, {'title': 'Determining Chemical Structure by Isomer Counting (1869)', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-24', 'number': 'Lecture 24'}, {'title': 'Models in 3D Space (1869-1877); Optical Isomers', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-25', 'number': 'Lecture 25'}, {'title': ""Van't Hoff's Tetrahedral Carbon and Chirality"", 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-26', 'number': 'Lecture 26'}, {'title': 'Communicating Molecular Structure in Diagrams and Words', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-27', 'number': 'Lecture 27'}, {'title': 'Stereochemical Nomenclature; Racemization and Resolution', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-28', 'number': 'Lecture 28'}, {'title': 'Preparing Single Enantiomers and the Mechanism of Optical Rotation', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-29', 'number': 'Lecture 29'}, {'title': 'Midterm Exam 3', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/exam-3', 'number': 'Exam 3'}, {'title': 'Esomeprazole as an Example of Drug Testing and Usage', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-30', 'number': 'Lecture 30'}, {'title': 'Preparing Single Enantiomers and Conformational Energy', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-31', 'number': 'Lecture 31'}, {'title': 'Stereotopicity and Baeyer Strain Theory', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-32', 'number': 'Lecture 32'}, {'title': 'Conformational Energy and Molecular Mechanics', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-33', 'number': 'Lecture 33'}, {'title': 'Sharpless Oxidation Catalysts and the Conformation of Cycloalkanes', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-34', 'number': 'Lecture 34'}, {'title': 'Understanding Molecular Structure and Energy through Standard Bonds', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-35', 'number': 'Lecture 35'}, {'title': 'Bond Energies, the Boltzmann Factor and Entropy', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-36', 'number': 'Lecture 36'}, {'title': 'Potential Energy Surfaces, Transition State Theory and Reaction Mechanism', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/lecture-37', 'number': 'Lecture 37'}, {'title': 'Final Exam', 'url': 'https://oyc.yale.edu//chemistry/chem-125a/exam-4', 'number': 'Exam 4'}]"|http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/fall08/chem125/download/chem125.zip|This Yale College course, taught on campus three times per week for 50 minutes, was recorded for Open Yale Courses in Fall 2008.
